topic_uz,topic_ru,word_uz,word_ru,topic_en,word_en
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Tovoq,Тарелка,Dishes. Food,Plate
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Tovоq (chuqur),Половник,Dishes. Food,Ladle
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Tuxum,Яйцо,Dishes. Food,Egg
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Tuxum qovurma,Яичница,Dishes. Food,Fried eggs / Omelette
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Tuz,Соль,Dishes. Food,Salt
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Tvorog,Творог,Dishes. Food,Cottage cheese
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Un,Мука,Dishes. Food,Flour
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Vaza,Ваза,Dishes. Food,Vase
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Vilka,Вилка,Dishes. Food,Fork
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Vino,Вино,Dishes. Food,Wine
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Vobla (baliq),Вобла,Dishes. Food,Vobla (dried fish)
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Yangi,Свежий,Dishes. Food,Fresh
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Yeb qo'ymoq,Съесть,Dishes. Food,To eat up
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Yemoq,Есть,Dishes. Food,To eat
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Yormа (qovoq),Крупа гречневая,Dishes. Food,Buckwheat groats
Idish-tovoq. Oziq-ovqat,Посуда. Продукты,Yutmoq,Проглотить,Dishes. Food,To swallow
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Ahillik,Согласие,Person. Family. Relations,Harmony / Concord
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Ajdod,Предок,Person. Family. Relations,Ancestor
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Ajdodlar shajarasi,Родословная,Person. Family. Relations,Family tree / Genealogy
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Ajralish,Развод,Person. Family. Relations,Divorce
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Ajrim,Развод,Person. Family. Relations,Court order / Divorce
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Ajrim alimenti(aliment),Алименты,Person. Family. Relations,Alimony
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Aka,Старший брат,Person. Family. Relations,Elder brother
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Aka-uka,Братья,Person. Family. Relations,Brothers
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Aka/uka,Брат,Person. Family. Relations,Brother
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Aka/uka,Брат,Person. Family. Relations,Brother
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Amaki,Дядя (по отцу),Person. Family. Relations,Uncle (father's brother)
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Amaki/tog'a,Дядя,Person. Family. Relations,Uncle
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Amma(amma daktil alifbosida),Тётя (сестра отца),Person. Family. Relations,Aunt (father's sister)
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Anana(uch xil),Традиция,Person. Family. Relations,Tradition
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Aqiqa,Акика (именины ребёнка),Person. Family. Relations,Aqiqa (baby naming ceremony)
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Asrab olish,Усыновление,Person. Family. Relations,Adoption
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Avlod,Поколение,Person. Family. Relations,Generation
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Ayol,Женщина,Person. Family. Relations,Woman
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Baland bo'yli,Высокий,Person. Family. Relations,Tall
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Baxt,Счастье,Person. Family. Relations,Happiness
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Baxtsiz,Бедный / несчастный,Person. Family. Relations,Unhappy / Poor
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Begona,Чужой,Person. Family. Relations,Stranger
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Beshik,Колыбель,Person. Family. Relations,Cradle
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Bo'ydoq,Холостяк,Person. Family. Relations,Bachelor
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Bobo (buva),Дед (дедушка),Person. Family. Relations,Grandfather
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Bola,Ребёнок,Person. Family. Relations,Child
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Bolalar,Дети,Person. Family. Relations,Children
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Boy,Богатый,Person. Family. Relations,Rich
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Buvi (bobo),Бабушка,Person. Family. Relations,Grandmother
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Buvi (keksa ayol),Баба,Person. Family. Relations,Old woman
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Chaqaloq,Младенец,Person. Family. Relations,Baby / Infant
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Chilla(muhokama qilamiz),Чилла (послеродовой период),Person. Family. Relations,Chilla (postpartum period)
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Chimildiq,Свадебный занавес,Person. Family. Relations,Wedding curtain
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Chiroyli,Красивый,Person. Family. Relations,Beautiful / Pretty
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Chiroyli emas,Некрасивый,Person. Family. Relations,Not beautiful
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Dada,Папа,Person. Family. Relations,Dad
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Dasturxon,Дастархан,Person. Family. Relations,Tablecloth
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Davra,Собрание,Person. Family. Relations,Gathering
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Dostlik(ikki xil),Дружба,Person. Family. Relations,Friendship
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Dugona,Подруга,Person. Family. Relations,Girlfriend
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Egizaklar,Близнецы,Person. Family. Relations,Twins
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Emizish,Кормление грудью,Person. Family. Relations,Breastfeeding
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Er,Муж,Person. Family. Relations,Husband
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Er va xotin,Муж и жена,Person. Family. Relations,Husband and wife
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Er-xotin,Супруги,Person. Family. Relations,Spouses
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Erkak,Мужчина,Person. Family. Relations,Man
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Etibor,Внимание,Person. Family. Relations,Attention
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Farzand,Ребёнок (дитя),Person. Family. Relations,Child (offspring)
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Fayz,Благодать,Person. Family. Relations,Grace / Blessing
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Fidokor ona(jonkuyar ona),Самоотверженная мать,Person. Family. Relations,Devoted mother
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Fidoyilik,Самоотверженность,Person. Family. Relations,Devotion / Self-sacrifice
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Fotiha toyi,Помолвка,Person. Family. Relations,Engagement ceremony
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Gam,Горе,Person. Family. Relations,Grief / Sorrow
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Gamxorlik,Забота,Person. Family. Relations,Care
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Giybat,Сплетня,Person. Family. Relations,Gossip
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Godak,Малыш,Person. Family. Relations,Toddler
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Gurur,Гордость,Person. Family. Relations,Pride
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Homiladorlik,Беременность,Person. Family. Relations,Pregnancy
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Hordiq,Отдых,Person. Family. Relations,Rest / Relaxation
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Hurmat,Уважение,Person. Family. Relations,Respect
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Hurmat qilmoq,Уважать,Person. Family. Relations,To respect
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Ingichka,Тонкий,Person. Family. Relations,Thin / Slim
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Inson,Человек,Person. Family. Relations,Person / Human
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Ishonch,Доверие,Person. Family. Relations,Trust
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Jamiyat,Общество,Person. Family. Relations,Society
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Jasorat,Смелость,Person. Family. Relations,Courage
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Jiyan(ikki xil),Племянник / племянница,Person. Family. Relations,Nephew / Niece
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Jiyani,Племянник,Person. Family. Relations,Nephew
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Kambag'al,Бедный,Person. Family. Relations,Poor
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Katta oila,Большая семья,Person. Family. Relations,Large family
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Katta yoshli,Взрослый,Person. Family. Relations,Adult
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Kattaroq,Старший,Person. Family. Relations,Elder / Older
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Keksa,Старый,Person. Family. Relations,Old / Elderly
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Kelin,Невестка,Person. Family. Relations,Daughter-in-law / Bride
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Kelin salom,Приветствие невестки,Person. Family. Relations,Bride's greeting
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Kelin va kuyov,Невеста и жених,Person. Family. Relations,Bride and groom
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Kelishuv,Договорённость,Person. Family. Relations,Agreement
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Kenoyi,Жена старшего брата,Person. Family. Relations,Elder brother's wife
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Kichikroq,Младший,Person. Family. Relations,Younger / Smaller
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Kichkintoy,Малыш,Person. Family. Relations,Little one / Kid
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Kuyov(muhokama qilamiz),Жених / зять,Person. Family. Relations,Groom / Son-in-law
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Masuliyat,Ответственность,Person. Family. Relations,Responsibility
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Mehmon,Гость,Person. Family. Relations,Guest
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Mehr,Нежность,Person. Family. Relations,Tenderness / Affection
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Mehribon,Добрый,Person. Family. Relations,Kind
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Meros,Наследство,Person. Family. Relations,Inheritance
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Momo(buvi),Бабушка,Person. Family. Relations,Grandmother
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Muhabbat(ikki-uch variant),Любовь,Person. Family. Relations,Love
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Munosabat,Отношения,Person. Family. Relations,Relationship
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Mustahkam oila(ikki variant),Крепкая семья,Person. Family. Relations,Strong family
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Nabira,Внук / внучка,Person. Family. Relations,Grandchild
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Nasihat,Совет,Person. Family. Relations,Advice
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Nikoh,Брак (никах),Person. Family. Relations,Marriage (nikah)
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Nikoh shartnomasi,Брачный договор,Person. Family. Relations,Marriage contract
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Niyat,Намерение,Person. Family. Relations,Intention
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,O'g'il,Сын,Person. Family. Relations,Son
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,O'g'il bola,Мальчик,Person. Family. Relations,Boy
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,O'lim,Смерть,Person. Family. Relations,Death
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,O'lmoq,Умереть,Person. Family. Relations,To die
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,O'smir,Подросток,Person. Family. Relations,Teenager
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Ogay(ikki variant),Сводный брат / сестра,Person. Family. Relations,Stepbrother / Stepsister
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Ogil,Сын,Person. Family. Relations,Son
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Oila,Семья,Person. Family. Relations,Family
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Oila an'analari(ikki-uch variant),Семейные традиции,Person. Family. Relations,Family traditions
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Oila davrasida,В кругу семьи,Person. Family. Relations,In the family circle
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Oilaviy bayram,Семейный праздник,Person. Family. Relations,Family celebration
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Oilaviy byudjet,Семейный бюджет,Person. Family. Relations,Family budget
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Oilaviy rishtalar,Родственные связи,Person. Family. Relations,Family ties
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Ona,Мать,Person. Family. Relations,Mother
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Opa,Старшая сестра,Person. Family. Relations,Elder sister
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Or-nomus(ikki variant),Честь и достоинство,Person. Family. Relations,Honor and dignity
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Ornak,Пример,Person. Family. Relations,Example
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,osmir,Подросток,Person. Family. Relations,Teenager
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Ota,Отец,Person. Family. Relations,Father
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Ota-ona,Родители,Person. Family. Relations,Parents
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Ota-onaga itoat,Послушание родителям,Person. Family. Relations,Obedience to parents
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Ozg'in,Худой,Person. Family. Relations,Thin / Skinny
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Past bo'yli,Маленький,Person. Family. Relations,Short
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Pochcha,Муж старшей сестры,Person. Family. Relations,Husband of elder sister
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Qadr-qimmat,Достоинство,Person. Family. Relations,Dignity / Worth
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Qadrdon,Близкий человек,Person. Family. Relations,Dear / Close person
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Qadriyatlar,Ценности,Person. Family. Relations,Values
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Qarindosh,Родственник,Person. Family. Relations,Relative
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Qariyalar,Пожилые люди,Person. Family. Relations,Elderly people
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Qattiqqollik,Строгость,Person. Family. Relations,Strictness
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Qaynona,Свекровь / тёща,Person. Family. Relations,Mother-in-law
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Qaynota,Свёкор / тесть,Person. Family. Relations,Father-in-law
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Qiz,Дочь,Person. Family. Relations,Daughter / Girl
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Qiz bola,Девочка,Person. Family. Relations,Girl
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Qollab-quvvatlash,Поддержка,Person. Family. Relations,Support
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Rafiqa,Подруга / спутница,Person. Family. Relations,Girlfriend / Companion
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Rahmat,Спасибо,Person. Family. Relations,Thank you
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Rohat,Удовольствие,Person. Family. Relations,Pleasure
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Rozgor tebratuvchi,"Тот, кто качает колыбель",Person. Family. Relations,One who rocks the cradle
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Rozgor tutish,Ведение хозяйства,Person. Family. Relations,Running a household
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Rozgor(taklif beramiz guruhga),Хозяйство,Person. Family. Relations,Household
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Sabr,Терпение,Person. Family. Relations,Patience
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Sadoqat,Преданность,Person. Family. Relations,Loyalty / Devotion
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Samimiyat,Искренность,Person. Family. Relations,Sincerity
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Sevgilisi,Любовник / любовница,Person. Family. Relations,Lover
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Singil,Младшая сестра,Person. Family. Relations,Younger sister
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Singil/opa,Сестра,Person. Family. Relations,Sister
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Sogliq,Здоровье,Person. Family. Relations,Health
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Sovchi,Сват / сваха,Person. Family. Relations,Matchmaker
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Tarbiya,Воспитание,Person. Family. Relations,Upbringing / Education
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Tarbiyachi(oilada),Воспитатель (в семье),Person. Family. Relations,Educator (in family)
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Tashvish,Беспокойство,Person. Family. Relations,Worry / Concern
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Tinchlik,Мир,Person. Family. Relations,Peace / Calm
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,To'liq,Толстый,Person. Family. Relations,Full / Fat
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,To'y,Свадьба,Person. Family. Relations,Wedding
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Toga,Дядя (брат матери),Person. Family. Relations,Uncle (mother's brother)
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Tokinlik,Достаток,Person. Family. Relations,Prosperity / Abundance
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Toy,Торжество / свадьба,Person. Family. Relations,Celebration / Wedding
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Tug'ilmoq,Родиться,Person. Family. Relations,To be born
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Tugruq,Роды,Person. Family. Relations,Childbirth
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Turmush ortoq,Супруг / супруга,Person. Family. Relations,Spouse
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Turmush qurmoq,Жениться / выйти замуж,Person. Family. Relations,To marry
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Urf-odat,Обычаи и традиции,Person. Family. Relations,Customs and traditions
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Uy,Дом,Person. Family. Relations,Home / House
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Uy bekasi,Хозяйка дома,Person. Family. Relations,Housewife
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Vasiylik,Опекунство,Person. Family. Relations,Guardianship
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Voris,Наследник,Person. Family. Relations,Heir
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Xola(muhokama qilamiz),Тётя (сестра матери),Person. Family. Relations,Aunt (mother's sister)
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Xola/ammacha,Тётя,Person. Family. Relations,Aunt
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Xonadon,Домохозяйство,Person. Family. Relations,Household
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Xotin,Жена,Person. Family. Relations,Wife
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Xotira,Память,Person. Family. Relations,Memory
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Yaqinlar,Близкие,Person. Family. Relations,Close ones / Family
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Yashash,Жить,Person. Family. Relations,To live
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Yaxshi niyat,Доброе намерение,Person. Family. Relations,Good intention
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Yaxshilik,Добро,Person. Family. Relations,Goodness
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Yosh,Молодой,Person. Family. Relations,Young
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Zamonaviy oila,Современная семья,Person. Family. Relations,Modern family
Inson. Qarindoshlik. Oila,Человек. Родство. Семья,Ziyofat,Пир / застолье,Person. Family. Relations,Feast / Banquet
Intellektual faoliyat,Интеллектуальная деятельность,Ahmoq,Бестолковый,Intellectual Activity,Foolish / Stupid
Intellektual faoliyat,Интеллектуальная деятельность,Ahmoq,Глупый,Intellectual Activity,Foolish / Stupid
Intellektual faoliyat,Интеллектуальная деятельность,Ahmoqona,Дурной,Intellectual Activity,Stupid / Foolish
Intellektual faoliyat,Интеллектуальная деятельность,Aldamoq,Обманывать,Intellectual Activity,To deceive
Intellektual faoliyat,Интеллектуальная деятельность,Aldanmoq,Обманываться,Intellectual Activity,To be deceived
Intellektual faoliyat,Интеллектуальная деятельность,Aqlli,Умный,Intellectual Activity,Smart / Intelligent
Intellektual faoliyat,Интеллектуальная деятельность,Aralashmoq,Мешать,Intellectual Activity,To interfere / mix
Intellektual faoliyat,Интеллектуальная деятельность,Aytmoq,Сказать,Intellectual Activity,To say
Intellektual faoliyat,Интеллектуальная деятельность,Bilmaslik,Не знать,Intellectual Activity,Not knowing
Intellektual faoliyat,Интеллектуальная деятельность,Bilmoq (uddalay olmoq),Знать (уметь),Intellectual Activity,To know (to be able to)
Intellektual faoliyat,Интеллектуальная деятельность,Chizmoq,Рисовать,Intellectual Activity,To draw
Intellektual faoliyat,Интеллектуальная деятельность,Diqqat,Внимание,Intellectual Activity,Attention
Intellektual faoliyat,Интеллектуальная деятельность,Diqqat jamlash,Сосредоточенность,Intellectual Activity,Concentration
Intellektual faoliyat,Интеллектуальная деятельность,Eslamoq,Вспомнить,Intellectual Activity,To remember / recall
Intellektual faoliyat,Интеллектуальная деятельность,Eslamoq,Помнить,Intellectual Activity,To remember / recall
Intellektual faoliyat,Интеллектуальная деятельность,Eslatmoq,Напомнить,Intellectual Activity,To remind
Intellektual faoliyat,Интеллектуальная деятельность,Fikr,Мнение,Intellectual Activity,Opinion
Intellektual faoliyat,Интеллектуальная деятельность,Fikr (xayol),Мысль,Intellectual Activity,Thought
Intellektual faoliyat,Интеллектуальная деятельность,G'oya,Идея,Intellectual Activity,Idea
Intellektual faoliyat,Интеллектуальная деятельность,Gapirmoq,Говорить,Intellectual Activity,To speak / talk
Intellektual faoliyat,Интеллектуальная деятельность,Gumon,Подозрение,Intellectual Activity,Suspicion
Intellektual faoliyat,Интеллектуальная деятельность,Hayron bo'lmoq,Удивляться,Intellectual Activity,To be surprised
Intellektual faoliyat,Интеллектуальная деятельность,Hikoya qilmoq,Рассказывать,Intellectual Activity,To tell / narrate
Intellektual faoliyat,Интеллектуальная деятельность,Iste'dod,Талант,Intellectual Activity,Talent
Intellektual faoliyat,Интеллектуальная деятельность,Jazоlamoq,Наказать,Intellectual Activity,To punish
Intellektual faoliyat,Интеллектуальная деятельность,Kurashmoq,Бороться,Intellectual Activity,To wrestle / fight
Intellektual faoliyat,Интеллектуальная деятельность,Maqtamoq,Хвалить,Intellectual Activity,To praise
Intellektual faoliyat,Интеллектуальная деятельность,Muammo,Проблема,Intellectual Activity,Problem
Intellektual faoliyat,Интеллектуальная деятельность,Norozilik bildirmoq,Протестовать,Intellectual Activity,To protest
Intellektual faoliyat,Интеллектуальная деятельность,O'qimoq,Читать,Intellectual Activity,To read
Intellektual faoliyat,Интеллектуальная деятельность,O'rganmoq,Изучать,Intellectual Activity,To learn / study
Intellektual faoliyat,Интеллектуальная деятельность,O'rganmoq,Учиться,Intellectual Activity,To learn / study
Intellektual faoliyat,Интеллектуальная деятельность,O'rgatmoq,Учить,Intellectual Activity,To teach
Intellektual faoliyat,Интеллектуальная деятельность,O'ylab topmoq,Выдумывать,Intellectual Activity,To invent
Intellektual faoliyat,Интеллектуальная деятельность,O'ylamoq,Думать,Intellectual Activity,To think
Intellektual faoliyat,Интеллектуальная деятельность,Olim,Учёный,Intellectual Activity,Scientist / Scholar
Intellektual faoliyat,Интеллектуальная деятельность,Qaysarlik,Упрямство,Intellectual Activity,Stubbornness
Intellektual faoliyat,Интеллектуальная деятельность,Rad etmoq,Отказывать,Intellectual Activity,To refuse
Intellektual faoliyat,Интеллектуальная деятельность,Rozi bo'lmoq,Соглашаться,Intellectual Activity,To agree
Intellektual faoliyat,Интеллектуальная деятельность,Sezmoq,Замечать,Intellectual Activity,To notice / feel
Intellektual faoliyat,Интеллектуальная деятельность,Shubha,Сомнение,Intellectual Activity,Doubt
Intellektual faoliyat,Интеллектуальная деятельность,So'kmoq,Ругать,Intellectual Activity,To scold
Intellektual faoliyat,Интеллектуальная деятельность,Takrorlamoq,Повторить,Intellectual Activity,To repeat
Intellektual faoliyat,Интеллектуальная деятельность,Tanqid qilmoq,Критиковать,Intellectual Activity,To criticize
Intellektual faoliyat,Интеллектуальная деятельность,Tasavvur,Воображение,Intellectual Activity,Imagination
Intellektual faoliyat,Интеллектуальная деятельность,Tekshirmoq,Проверить,Intellectual Activity,To check / verify
Intellektual faoliyat,Интеллектуальная деятельность,Topshirmoq,Поручить,Intellectual Activity,To assign / hand over
Intellektual faoliyat,Интеллектуальная деятельность,Tushunmaslik,Не понимать,Intellectual Activity,Not understanding
Intellektual faoliyat,Интеллектуальная деятельность,Tushunmoq,Понимать,Intellectual Activity,To understand
Intellektual faoliyat,Интеллектуальная деятельность,Tushuntirmoq,Объяснять,Intellectual Activity,To explain
Intellektual faoliyat,Интеллектуальная деятельность,Udday olmaslik,Не уметь,Intellectual Activity,Not being able to
Intellektual faoliyat,Интеллектуальная деятельность,Unutmoq,Забыть,Intellectual Activity,To forget
Intellektual faoliyat,Интеллектуальная деятельность,Xabar bermoq,Сообщить,Intellectual Activity,To inform
Intellektual faoliyat,Интеллектуальная деятельность,Xato qilmoq,Ошибаться,Intellectual Activity,To make a mistake
